,actual,predicted
1931,3.75,[3.23049478]
1932,7.9,[7.56265271]
1933,4.95,[4.92916493]
1934,2.95,[2.97387813]
1935,4.25,[4.02497851]
1936,14.25,[15.2086877]
1937,7.0,[8.21705866]
1938,7.0,[7.95697458]
1939,64.95,[61.75205861]
1940,5.9,[6.51188178]
1941,22.0,[21.14154626]
1942,31.75,[35.44623549]
1943,3.5,[3.24449626]
1944,2.1,[1.68362847]
1945,2.75,[2.65602983]
1946,3.2,[4.46388051]
1947,11.99,[12.63097204]
1948,2.45,[1.76980155]
1949,4.0,[7.03998734]
1950,5.5,[5.30978592]
1951,3.75,[3.96941852]
1952,7.75,[5.56815805]
1953,10.99,[8.9395589]
1954,3.25,[2.96738425]
1955,5.25,[4.96218345]
1956,8.15,[7.63286178]
1957,14.4,[13.58018016]
1958,7.95,[8.04505455]
1959,3.5,[2.70773943]
1960,3.41,[2.31950827]
1961,4.75,[5.4068141]
1962,1.67,[0.21966824]
1963,2.3,[0.79026824]
1964,4.15,[4.32882344]
1965,10.15,[10.44011803]
1966,16.5,[18.69570487]
1967,4.57,[5.26358917]
1968,12.5,[11.10412315]
1969,18.95,[19.83114968]
1970,7.1,[7.64485028]
1971,6.25,[7.58049929]
1972,5.5,[6.78069384]
1973,29.0,[26.79759318]
1974,36.0,[35.03805255]
1975,6.25,[4.331257]
1976,1.25,[1.01473281]
1977,3.49,[3.37980934]
1978,2.0,[2.37887796]
1979,5.75,[4.94225254]
1980,5.5,[4.93119931]
1981,17.22,[20.60710128]
1982,2.66,[3.26128924]
1983,2.99,[4.54407348]
1984,6.25,[6.34611285]
1985,6.9,[6.52687906]
1986,8.5,[8.28695249]
1987,2.35,[2.25914272]
1988,1.45,[1.87103239]
1989,8.94,[9.47016616]
1990,3.55,[3.16743675]
1991,21.0,[24.57057054]
1992,6.5,[5.27761098]
1993,3.7,[3.08174762]
1994,2.45,[2.76814713]
1995,25.02,[22.28856827]
1996,3.25,[3.02978739]
1997,5.25,[5.9409821]
1998,9.9,[8.06016742]
1999,6.9,[6.71735037]
2000,8.85,[3.18286853]
2001,2.75,[2.17097312]
2002,0.7,[-0.6683412]
2003,4.25,[5.33461317]
2004,4.75,[4.15176748]
2005,18.25,[17.03439112]
2006,4.5,[5.27142369]
2007,0.51,[4.93305369]
2008,34.88,[38.53018639]
2009,2.9,[3.31404354]
2010,6.75,[5.88894955]
2011,11.5,[11.32993821]
2012,4.65,[3.92461689]
2013,27.15,[29.275447]
2014,3.25,[3.33140248]
2015,3.64,[1.81295293]
2016,3.75,[4.46839947]
2017,10.75,[13.96488277]
2018,2.5,[2.85910817]
2019,2.85,[2.74703796]
2020,1.75,[1.17505991]
2021,29.99,[29.88104889]
2022,4.57,[3.32181502]
2023,21.6,[22.57254804]
2024,3.5,[2.65193131]
2025,0.85,[2.6039733]
2026,5.36,[4.3157887]
2027,8.25,[8.3965616]
2028,3.4,[4.16175998]
2029,4.87,[5.58785878]
2030,7.65,[7.58283094]
2031,2.25,[1.71576473]
2032,4.0,[2.52397271]
2033,1.4,[0.65851167]
2034,33.64,[30.23567312]
2035,0.95,[2.59793649]
2036,8.12,[8.9377183]
2037,2.07,[1.64733886]
2038,0.44,[0.57058425]
2039,19.5,[28.5118088]
2040,3.61,[2.27823021]
2041,5.41,[5.64914678]
2042,4.5,[4.07995644]
2043,5.1,[4.77243416]
2044,1.99,[1.47019933]
2045,2.75,[0.96439898]
2046,5.53,[5.50732047]
2047,5.64,[4.94499031]
2048,30.3,[24.95961442]
2049,8.5,[9.51623575]
2050,5.9,[5.52809652]
2051,2.0,[1.89851582]
2052,5.27,[5.28120157]
2053,0.95,[0.54544439]
2054,7.99,[8.72712133]
2055,2.85,[1.69445735]
2056,6.15,[5.92578799]
2057,7.35,[6.12958116]
2058,2.9,[3.48683535]
2059,4.15,[4.68396532]
2060,6.89,[8.05158199]
2061,5.9,[5.79788172]
2062,4.17,[3.95929674]
2063,4.8,[4.72774727]
2064,2.65,[2.699392]
2065,1.11,[0.98033331]
2066,7.99,[9.01274041]
2067,4.55,[5.4326264]
2068,7.25,[6.49934449]
2069,9.75,[8.26084171]
2070,7.43,[7.35393923]
2071,2.9,[3.38437794]
2072,3.25,[3.10837935]
2073,20.77,[21.10426168]
2074,5.99,[7.95345282]
2075,0.5,[0.28970459]
2076,3.3,[2.90966301]
2077,3.65,[4.34941164]
2078,3.75,[3.43314964]
2079,2.95,[2.99722516]
2080,4.95,[5.71119333]
2081,2.65,[2.40844369]
2082,4.85,[4.27122381]
2083,10.99,[9.16684386]
2084,26.75,[27.78914812]
2085,7.5,[7.65547437]
2086,48.22,[40.27735275]
2087,8.5,[7.91594284]
2088,9.99,[10.46469216]
2089,5.4,[4.96763939]
2090,21.9,[24.75992434]
2091,15.95,[7.937847]
2092,6.75,[4.59755638]
2093,4.75,[4.69698433]
2094,3.5,[3.4847702]
2095,4.5,[4.10571156]
2096,2.79,[3.26104562]
2097,5.5,[5.29087405]
2098,12.0,[14.28187729]
2099,2.65,[2.56140134]
2100,3.0,[1.9776077]
2101,6.5,[5.29865251]
2102,4.35,[4.47131342]
2103,8.5,[9.96629619]
2104,11.86,[12.15493633]
2105,5.5,[5.11501449]
2106,48.0,[49.20735751]
2107,5.1,[6.89893233]
2108,11.5,[15.31822168]
2109,51.69,[47.96736246]
2110,4.9,[6.04589372]
2111,2.85,[2.71104536]
2112,10.0,[10.35437989]
2113,6.01,[5.29316417]
2114,21.99,[23.39258111]
2115,5.95,[4.76895055]
2116,67.0,[56.15824648]
2117,4.75,[5.09991993]
2118,4.25,[4.05757388]
2119,3.25,[3.63218163]
2120,2.75,[3.07585085]
2121,14.35,[14.10089363]
2122,5.77,[3.74329754]
2123,4.9,[4.85035455]
2124,5.5,[3.80394285]
2125,5.99,[6.04986899]
2126,24.94,[31.44136279]
2127,11.0,[10.79228107]
2128,3.47,[2.70438979]
2129,39.84,[35.96194406]
2130,52.5,[48.11188683]
2131,6.15,[5.46748539]
2132,1.6,[1.75788359]
2133,3.78,[3.16110504]
2134,3.9,[0.87344994]
2135,30.8,[31.45721622]
2136,4.25,[5.25220069]
2137,10.75,[12.06223062]
2138,12.99,[12.00355935]
2139,8.95,[11.59344213]
2140,19.92,[20.6102843]
2141,7.0,[6.97828546]
2142,4.95,[5.39391977]
2143,3.61,[2.98141935]
2144,4.5,[4.31523609]
2145,4.85,[1.35229951]
2146,16.75,[17.61016806]
2147,14.36,[14.52578697]
2148,4.5,[4.65457395]
2149,12.9,[13.66231757]
2150,7.25,[6.74988665]
2151,9.75,[8.7189656]
2152,2.98,[4.4899702]
2153,5.3,[5.20875363]
2154,1.2,[0.27535514]
2155,36.76,[33.15200396]
2156,3.5,[3.60926223]
2157,6.5,[8.40267602]
2158,4.25,[3.64375019]
2159,14.29,[12.43880435]
2160,3.3,[2.83481512]
2161,11.75,[11.96899962]
2162,4.05,[3.64927224]
2163,7.75,[7.1961244]
2164,26.11,[24.7223381]
2165,0.75,[-0.0140366]
2166,2.75,[3.2208392]
2167,2.4,[2.09185603]
2168,3.7,[2.79574672]
2169,5.0,[5.64213618]
2170,5.6,[6.22938612]
2171,3.25,[2.97722474]
2172,15.5,[20.76273057]
2173,17.85,[16.79530448]
2174,27.95,[30.2700517]
2175,4.45,[4.85445105]
2176,2.55,[2.3381144]
2177,5.9,[6.07141522]
2178,5.49,[5.17154678]
2179,47.7,[44.45212901]
2180,28.0,[24.38987624]
2181,5.66,[4.3142582]
2182,8.79,[9.78639375]
2183,7.99,[7.0367642]
2184,11.6,[10.75005743]
2185,2.0,[1.68260941]
2186,17.55,[19.91024581]
2187,4.0,[4.72795574]
2188,6.9,[7.43128312]
2189,4.25,[3.87777491]
2190,15.0,[13.0567703]
2191,3.1,[2.5147445]
2192,25.46,[25.38882113]
2193,3.43,[2.08716357]
2194,34.5,[42.34410422]
2195,6.25,[5.63676783]
2196,3.45,[2.50317103]
2197,12.08,[12.18714099]
2198,9.66,[11.46137086]
2199,6.17,[5.98691327]
2200,9.25,[8.85117762]
2201,11.0,[14.29784069]
2202,2.85,[2.82538863]
2203,2.59,[2.53890657]
2204,3.0,[3.50836092]
2205,39.47,[34.829746]
2206,6.5,[9.51489664]
2207,2.6,[3.17284143]
2208,5.65,[6.14151837]
2209,5.45,[5.89319902]
2210,7.98,[7.18083935]
2211,9.5,[9.38174655]
2212,29.98,[32.55374547]
2213,19.5,[19.31993713]
2214,46.0,[40.31893529]
2215,4.85,[5.05465649]
2216,12.0,[10.94842713]
2217,4.3,[4.42320243]
2218,5.25,[4.75014387]
2219,4.75,[5.15581993]
2220,9.75,[9.80355513]
2221,7.9,[7.78403816]
2222,4.65,[5.56217594]
2223,8.9,[8.4463431]
2224,3.0,[3.05383179]
2225,1.75,[2.15951603]
2226,3.75,[3.81179598]
2227,9.2,[10.18240119]
2228,18.5,[16.42887089]
2229,2.55,[2.34502133]
2230,4.72,[4.62879478]
2231,6.2,[6.59144586]
2232,0.6,[0.35838154]
2233,0.91,[1.57893085]
2234,5.5,[6.82617532]
2235,4.65,[2.59073283]
2236,23.99,[20.55783769]
2237,2.1,[2.05747194]
2238,4.5,[3.95060218]
2239,5.25,[6.23145702]
2240,3.5,[2.98089934]
2241,4.25,[4.31818333]
2242,19.0,[15.70555171]
2243,6.7,[7.97359261]
2244,11.5,[10.95651729]
2245,11.5,[12.17427935]
2246,35.0,[26.51445695]
2247,3.25,[3.21384678]
2248,3.7,[3.70541253]
2249,3.46,[2.0095819]
2250,6.75,[7.43793641]
2251,7.32,[8.73724111]
2252,6.34,[7.9938796]
2253,2.3,[2.8044794]
2254,15.0,[13.14210826]
2255,3.29,[3.06958141]
2256,39.5,[34.06635234]
2257,54.45,[49.05088248]
2258,9.58,[8.39081142]
2259,9.51,[8.85301158]
2260,11.5,[13.83580941]
2261,52.0,[43.06479867]
2262,2.75,[2.2626569]
2263,9.5,[10.65341625]
2264,20.25,[21.1617954]
2265,13.0,[16.82938213]
2266,3.24,[2.96386066]
2267,2.95,[2.53194273]
2268,2.95,[2.390194]
2269,19.6,[21.9762652]
2270,3.5,[2.00882578]
2271,4.5,[5.26587502]
2272,6.85,[7.47308434]
2273,2.23,[2.02421879]
2274,1.55,[1.98294589]
2275,8.75,[7.57229507]
2276,9.75,[10.16765853]
2277,4.33,[3.6130703]
2278,2.75,[2.87825534]
2279,4.7,[4.87897504]
2280,3.35,[3.1455173]
2281,48.5,[45.46281105]
2282,4.07,[4.09960177]
2283,28.79,[29.19376397]
2284,5.43,[4.63837002]
2285,72.0,[64.91994398]
2286,3.85,[4.56329699]
2287,7.54,[7.07932618]
2288,5.2,[5.4488904]
2289,4.41,[5.20279927]
2290,1.5,[0.81825384]
2291,6.5,[5.23681398]
2292,4.0,[6.03472532]
2293,8.5,[7.56562674]
2294,2.75,[2.46441988]
2295,4.75,[5.50416971]
2296,10.75,[9.86532071]
2297,3.96,[3.53950285]
2298,28.0,[29.63908849]
2299,7.55,[6.24541623]
2300,12.75,[10.34629803]
2301,10.17,[8.04755218]
2302,6.29,[5.56242305]
2303,39.0,[33.59404256]
2304,16.5,[17.65354355]
2305,2.25,[1.17990442]
2306,29.64,[30.46873822]
2307,7.75,[8.31734575]
2308,2.5,[2.47451977]
2309,18.49,[21.27416691]
2310,3.15,[4.15721149]
2311,4.2,[5.17445214]
2312,8.59,[9.31139869]
2313,2.4,[3.04237734]
2314,4.25,[4.51273425]
2315,9.5,[13.89766731]
2316,18.5,[15.49837424]
2317,3.5,[2.88978924]
2318,16.81,[18.10107926]
2319,3.95,[4.18160224]
2320,4.5,[7.04188044]
2321,14.41,[17.52439866]
2322,23.5,[23.76918452]
2323,10.95,[13.98585537]
2324,9.0,[9.11024856]
2325,15.5,[17.14117418]
2326,7.2,[8.1595897]
2327,6.0,[5.25080962]
2328,13.5,[15.92374496]
2329,8.3,[8.54978281]
2330,0.75,[0.18868399]
2331,4.0,[4.57034394]
2332,6.15,[5.79614677]
2333,29.98,[32.22719134]
2334,3.27,[3.89968808]
2335,2.6,[2.05742733]
2336,4.25,[3.62554768]
2337,4.25,[4.46268219]
2338,3.25,[2.61742574]
2339,6.3,[6.42644135]
2340,5.43,[4.21746005]
2341,4.49,[5.0746054]
2342,8.25,[8.72657809]
2343,1.97,[1.01682979]
2344,3.8,[4.03711153]
2345,3.45,[2.04239609]
2346,8.25,[9.15595272]
2347,16.25,[17.77285088]
2348,2.95,[2.75194883]
2349,4.3,[4.35438086]
2350,3.15,[2.59205162]
2351,2.05,[2.03397703]
2352,7.8,[8.18098454]
2353,7.97,[8.52393512]
2354,3.5,[5.15168475]
2355,4.45,[5.56473136]
2356,8.26,[9.35495453]
2357,12.5,[12.68923706]
2358,2.6,[2.62566174]
2359,4.5,[3.84934107]
2360,7.65,[6.05913948]
2361,4.51,[3.79267243]
2362,4.01,[3.68549058]
2363,6.0,[6.73774038]
2364,5.11,[3.73415016]
2365,5.37,[6.95393469]
2366,50.0,[46.43596323]
2367,13.0,[12.0436388]
2368,3.1,[2.99393659]
2369,3.9,[4.19977377]
2370,8.6,[8.24372429]
2371,6.0,[5.08078438]
2372,5.23,[5.21312881]
2373,2.41,[2.35267877]
2374,4.75,[5.52793258]
2375,4.75,[4.91713157]
2376,7.45,[5.89568496]
2377,4.75,[4.28482944]
2378,2.25,[1.21914171]
2379,16.57,[17.019809]
2380,10.9,[11.42045514]
2381,4.85,[7.34179969]
2382,5.79,[5.51967813]
2383,5.95,[4.2092781]
2384,2.87,[1.38836214]
2385,1.2,[2.38435067]
2386,14.25,[13.27324598]
2387,24.0,[20.13526714]
2388,8.99,[8.97691934]
2389,5.0,[6.12824211]
2390,17.5,[18.91172055]
2391,6.0,[5.29102533]
2392,6.5,[6.31942285]
2393,8.1,[8.25630543]
2394,35.55,[29.14796272]
2395,6.27,[6.60720297]
2396,4.5,[4.55966961]
2397,12.6,[11.54794303]
2398,3.5,[1.32866676]
2399,6.5,[6.35591644]
2400,21.26,[21.16896617]
2401,2.6,[2.08621746]
2402,12.49,[12.56236621]
2403,1.1,[1.01883641]
2404,4.2,[5.24685827]
2405,6.25,[5.37237082]
2406,3.79,[4.03181461]
2407,5.27,[7.53270655]
2408,5.1,[5.58793499]
2409,11.5,[12.79415722]
2410,6.25,[6.30839276]
2411,12.5,[11.62245265]
2412,6.25,[5.77321711]
2413,3.85,[4.30946475]
2414,6.25,[7.38250575]
2415,5.5,[5.5531812]
2416,3.5,[4.88928631]
2417,2.6,[2.81610556]
2418,8.2,[8.11334989]
2419,7.61,[7.97099968]
2420,4.79,[4.33538074]
2421,1.85,[1.84630984]
2422,2.9,[2.1512739]
2423,4.06,[3.54387927]
2424,24.0,[26.14973841]
2425,4.1,[4.20716171]
2426,19.86,[22.72460912]
2427,4.75,[4.6154289]
2428,2.65,[1.3318921]
2429,11.52,[12.63020413]
2430,2.5,[3.05531191]
2431,6.5,[6.57188923]
2432,5.25,[3.86844937]
2433,3.2,[2.81144177]
2434,23.0,[21.10497962]
2435,2.83,[2.45240208]
2436,4.5,[4.3986741]
2437,3.65,[4.16209748]
2438,26.76,[31.59460265]
2439,6.0,[7.80773175]
2440,6.45,[7.41936599]
2441,12.99,[10.38862408]
2442,14.5,[11.91344573]
2443,8.4,[8.41293593]
2444,4.25,[4.76590519]
2445,67.83,[67.49378049]
2446,0.99,[0.84763694]
2447,3.19,[1.46172659]
2448,7.2,[9.13400596]
2449,4.25,[5.12115593]
2450,9.75,[9.28655199]
2451,6.19,[6.63250647]
2452,2.8,[3.03023228]
2453,4.9,[4.43002607]
2454,6.75,[7.20965624]
2455,6.99,[6.44892386]
2456,4.25,[3.44265222]
2457,5.0,[5.08378911]
2458,7.6,[7.35923999]
2459,2.2,[1.48577204]
2460,4.29,[3.68525765]
2461,8.43,[9.35204542]
2462,17.74,[16.24674666]
2463,4.11,[3.76892991]
2464,10.15,[20.6420373]
2465,36.0,[37.10397884]
2466,30.48,[29.01751104]
2467,3.25,[3.55230793]
2468,5.65,[5.22909793]
2469,3.49,[3.39764008]
2470,60.0,[65.65951845]
2471,38.5,[36.0317423]
2472,1.95,[2.59843183]
2473,2.35,[1.87261811]
2474,6.5,[7.17922771]
2475,4.65,[4.8807483]
2476,8.75,[8.71339209]
2477,1.3,[3.51118104]
2478,25.0,[24.0287976]
2479,2.8,[1.847437]
2480,7.9,[7.82452252]
2481,6.35,[7.05332312]
2482,3.3,[3.77331381]
2483,2.25,[2.75414457]
2484,8.4,[8.89415605]
2485,3.35,[4.0390169]
2486,21.42,[23.39378778]
2487,4.95,[5.46911357]
2488,9.0,[14.4092636]
2489,4.3,[3.96757504]
2490,2.7,[2.70199317]
2491,16.0,[16.88921662]
2492,2.85,[2.19389896]
2493,26.0,[24.98590095]
2494,16.0,[17.65772785]
2495,2.3,[2.18432086]
2496,9.0,[9.79639462]
2497,3.25,[3.44101185]
2498,5.75,[5.90095233]
2499,3.23,[2.37032515]
2500,5.85,[6.14772915]
2501,1.8,[2.02598172]
2502,7.25,[7.30299222]
2503,5.96,[6.33851495]
2504,15.5,[17.54064073]
2505,2.22,[2.50080854]
2506,4.64,[3.99423583]
2507,15.96,[14.31905577]
2508,3.85,[2.93894171]
2509,12.46,[12.94957582]
2510,4.25,[4.69034028]
2511,7.9,[8.70092416]
2512,70.0,[58.88885149]
2513,59.29,[65.84499314]
2514,4.0,[4.61621898]
2515,5.1,[5.55757892]
2516,11.5,[11.11803384]
2517,10.0,[12.1104095]
2518,6.55,[7.36247532]
2519,5.25,[5.50026892]
2520,2.0,[3.59018984]
2521,38.94,[41.21122052]
2522,11.44,[12.33744909]
2523,4.8,[5.4899383]
2524,8.0,[8.19211445]
2525,9.47,[10.49045095]
2526,3.75,[5.40793109]
2527,2.5,[2.75412839]
2528,20.14,[20.39958848]
2529,2.25,[1.67532575]
2530,7.75,[7.70744704]
2531,1.4,[0.62171092]
2532,6.72,[5.64714612]
2533,3.75,[3.85618502]
2534,5.99,[5.65437756]
2535,2.5,[2.05772115]
2536,4.94,[4.76649105]
2537,5.7,[7.48802883]
2538,4.25,[3.92309116]
2539,5.44,[6.25893466]
2540,7.72,[8.5185967]
2541,6.59,[6.35290866]
2542,7.09,[8.04423455]
2543,10.99,[12.91191878]
2544,2.85,[-0.07948175]
2545,13.51,[15.91215633]
2546,3.46,[2.46701496]
2547,1.49,[1.69251202]
2548,2.8,[2.57454957]
2549,2.75,[1.80511826]
2550,22.0,[21.48158682]
2551,8.1,[9.04330183]
2552,11.96,[14.43590619]
2553,14.12,[20.52145642]
2554,8.65,[8.91468584]
2555,9.75,[14.56132547]
2556,3.2,[3.7734861]
2557,17.75,[18.81759394]
2558,5.55,[4.62064137]
2559,3.15,[4.2775751]
2560,6.1,[6.27049924]
2561,3.7,[3.77993026]
2562,75.0,[53.95924961]
2563,36.5,[34.00554354]
2564,3.75,[5.79911638]
2565,13.5,[14.10152457]
2566,3.75,[4.30333934]
2567,3.1,[3.13322814]
2568,6.87,[6.36886816]
2569,3.6,[2.3759403]
2570,8.95,[9.39710345]
2571,3.8,[3.97381058]
2572,2.8,[1.99697048]
2573,6.75,[7.35225595]
2574,5.0,[4.60885363]
2575,9.25,[11.30207182]
2576,3.2,[2.36325297]
2577,4.75,[4.73779151]
2578,5.25,[5.22781869]
2579,2.75,[2.89570795]
2580,2.99,[3.27909116]
2581,3.75,[4.25026668]
2582,6.0,[5.60629774]
2583,3.45,[3.56683438]
2584,4.61,[2.71589973]
2585,5.45,[7.0342709]
2586,3.85,[4.54635481]
2587,2.8,[3.26898756]
2588,50.29,[49.17477931]
2589,5.63,[5.09261237]
2590,3.4,[3.96897682]
2591,7.5,[5.53913997]
2592,20.5,[21.56821634]
2593,3.25,[2.78597681]
2594,2.99,[1.9855683]
2595,7.46,[5.26707909]
2596,3.91,[3.5558842]
2597,72.94,[60.46920893]
2598,36.0,[34.22214637]
2599,2.74,[1.32108877]
2600,5.35,[5.11499289]
2601,3.0,[2.81246673]
2602,13.25,[12.30984066]
2603,4.7,[2.6857622]
2604,5.2,[5.21254887]
2605,5.5,[6.49341833]
2606,30.77,[30.13343966]
2607,22.0,[19.67583107]
2608,7.75,[13.19395338]
2609,1.59,[2.52077195]
2610,5.6,[5.77687436]
2611,27.0,[27.11946268]
2612,1.25,[2.0016941]
2613,10.3,[10.23308146]
2614,3.45,[3.90647671]
2615,2.8,[2.58264723]
2616,12.49,[12.82553771]
2617,5.9,[5.92545434]
2618,2.9,[3.24911984]
2619,1.85,[2.44784542]
2620,2.38,[3.00693224]
2621,11.0,[9.55092483]
2622,3.5,[2.68453976]
2623,7.25,[7.25116745]
2624,13.2,[14.5837349]
2625,13.5,[12.80389091]
2626,53.83,[46.42411597]
2627,8.37,[7.49195529]
2628,0.75,[0.75853667]
2629,5.25,[4.95902202]
2630,3.9,[3.05571663]
2631,6.58,[7.99856059]
2632,1.75,[2.10601473]
2633,4.35,[4.50408862]
2634,6.3,[6.15391883]
2635,10.5,[9.64709436]
2636,1.0,[0.85985061]
2637,8.25,[8.81319752]
2638,6.5,[5.89667031]
2639,2.21,[1.52420603]
2640,24.25,[29.01215575]
2641,2.79,[2.96828549]
2642,8.45,[8.49990716]
2643,1.9,[2.97286959]
2644,3.9,[3.89061159]
2645,7.5,[7.28904508]
2646,32.9,[29.60154183]
2647,2.85,[2.55162395]
2648,5.75,[6.46198219]
2649,8.86,[8.47659478]
2650,13.39,[12.57484582]
2651,7.11,[5.29680766]
2652,9.6,[9.47797902]
2653,4.8,[4.32371565]
2654,1.3,[1.62269211]
2655,8.5,[6.90984693]
2656,4.5,[6.16580319]
2657,21.0,[22.02932632]
2658,5.85,[6.01530173]
2659,38.15,[35.57103816]
2660,1.5,[1.99892969]
2661,3.6,[3.39323594]
2662,6.95,[7.59270575]
2663,1.1,[0.59894168]
2664,3.39,[2.92522566]
2665,7.09,[6.85384385]
2666,6.69,[5.56677566]
2667,2.15,[1.64503431]
2668,6.99,[6.40202132]
2669,5.35,[5.6185993]
2670,2.74,[2.11816829]
2671,4.25,[4.41274398]
2672,6.95,[9.55695789]
2673,5.0,[5.65137234]
2674,2.9,[2.7696875]
2675,42.83,[41.50706543]
2676,12.6,[11.00439016]
2677,3.8,[4.33584796]
2678,2.4,[2.71930514]
2679,3.4,[3.97285761]
2680,1.6,[1.43853316]
2681,25.49,[28.79466668]
2682,8.48,[7.56284416]
2683,3.25,[3.11865875]
2684,17.49,[16.96835505]
2685,37.5,[34.95810554]
2686,4.25,[3.72627243]
2687,2.8,[1.78693116]
2688,9.95,[9.96775825]
2689,3.63,[3.34030476]
2690,2.11,[1.22099706]
2691,10.4,[15.69328897]
2692,39.05,[38.9232062]
2693,1.2,[1.02449118]
2694,2.0,[1.87639572]
2695,2.51,[2.56709513]
2696,4.75,[5.81743918]
2697,31.93,[30.36524452]
2698,25.0,[25.30165189]
2699,24.0,[19.54296394]
2700,2.3,[3.00026478]
2701,2.75,[2.79789995]
2702,3.35,[3.20192482]
2703,3.05,[3.4507884]
2704,20.0,[21.07567283]
2705,5.75,[5.10267422]
2706,1.0,[1.0904738]
2707,2.8,[3.96374333]
2708,2.5,[1.01842308]
2709,6.75,[6.97176572]
2710,3.95,[4.37793289]
2711,8.5,[8.81040036]
2712,4.5,[5.11976616]
2713,6.37,[5.83206529]
2714,14.22,[17.39739356]
2715,5.85,[5.0449198]
2716,7.25,[8.0030726]
2717,7.7,[7.97182259]
2718,6.25,[7.03313828]
2719,3.5,[2.51036243]
2720,17.25,[18.50119713]
2721,6.1,[5.82774053]
2722,2.01,[1.7128821]
2723,10.5,[11.48789373]
2724,3.6,[3.11007605]
2725,6.5,[6.89585359]
2726,6.35,[5.67083096]
2727,5.75,[5.91181915]
2728,59.0,[40.78447478]
2729,5.75,[5.4226034]
2730,3.91,[3.97946575]
2731,7.87,[8.14003665]
2732,2.21,[1.69738498]
2733,2.41,[2.62491467]
2734,3.95,[4.28440986]
2735,7.17,[7.14083671]
2736,4.1,[5.08321676]
2737,1.6,[0.77125639]
2738,6.6,[5.79745732]
2739,5.47,[6.96636298]
2740,7.75,[5.91420395]
2741,16.36,[17.05738429]
2742,7.65,[7.09677515]
2743,4.25,[4.08421071]
2744,3.15,[3.38490007]
2745,9.92,[6.68668453]
2746,6.4,[7.35945969]
2747,2.5,[2.78009351]
2748,1.65,[1.94036964]
2749,10.9,[10.33988905]
2750,12.49,[13.01288087]
2751,10.9,[10.09609236]
2752,14.35,[17.89835467]
2753,7.33,[5.89447782]
2754,5.5,[7.58510554]
2755,5.4,[5.68770974]
2756,4.83,[5.94558179]
2757,4.95,[1.67237609]
2758,3.35,[3.8313656]
2759,9.0,[8.78336352]
2760,22.5,[18.77721303]
2761,5.0,[5.57796515]
2762,4.75,[4.59730294]
2763,28.0,[28.48899368]
2764,3.2,[1.19652599]
2765,4.5,[4.55915388]
2766,16.5,[18.49395115]
2767,3.15,[2.97693844]
2768,3.5,[4.13103132]
2769,7.0,[7.06321654]
2770,17.25,[20.7934775]
2771,3.95,[4.94704887]
2772,2.15,[1.75060567]
2773,3.5,[3.81119482]
2774,3.8,[4.69873163]
2775,3.75,[3.84006248]
2776,2.1,[1.96126184]
2777,29.5,[24.43432155]
2778,3.2,[4.13955226]
2779,3.0,[2.943786]
2780,1.5,[3.37244756]
2781,2.25,[3.48260654]
2782,3.3,[2.0413587]
2783,5.25,[3.55412062]
2784,2.25,[2.10149441]
2785,5.0,[4.23874834]
2786,5.25,[5.63532988]
2787,4.65,[4.97710667]
2788,3.49,[3.92678316]
2789,6.4,[4.15731348]
2790,4.0,[4.40438472]
2791,17.99,[17.93823997]
2792,3.55,[3.88265967]
2793,4.05,[4.23487103]
2794,2.25,[0.90670509]
2795,3.36,[1.89401733]
2796,3.65,[3.84342795]
2797,12.5,[12.31287509]
2798,13.5,[11.97529152]
2799,2.3,[2.22313142]
2800,5.75,[6.07133712]
2801,6.0,[7.07915716]
2802,9.45,[10.02817998]
2803,11.25,[14.75775215]
2804,8.5,[11.65960903]
2805,8.5,[9.65004625]
2806,5.8,[5.26113847]
2807,16.75,[16.23499064]
2808,5.92,[6.02404862]
2809,2.3,[2.30009207]
2810,25.12,[27.4024006]
2811,33.5,[28.44880895]
2812,1.36,[0.27933646]
2813,2.35,[4.55288111]
2814,8.0,[6.90027309]
2815,2.1,[1.794036]
2816,1.9,[0.58595469]
2817,2.9,[3.84646696]
2818,26.78,[26.29958394]
2819,3.1,[3.42363708]
2820,4.29,[3.68325056]
2821,6.01,[5.95245177]
2822,2.3,[2.90802451]
2823,3.95,[4.06429944]
2824,31.0,[31.41123324]
2825,8.61,[9.66524668]
2826,13.08,[16.38923225]
2827,2.3,[1.92165874]
2828,3.2,[3.82130254]
2829,7.48,[7.63951536]
2830,12.25,[13.15819325]
2831,14.0,[14.18309878]
2832,17.92,[18.56811708]
2833,6.1,[5.63723112]
2834,2.15,[2.13581324]
2835,9.57,[8.33257727]
2836,1.35,[6.23890453]
2837,8.0,[7.58784354]
2838,1.95,[0.82961738]
2839,28.85,[26.81838339]
2840,2.6,[2.28525861]
2841,35.67,[39.03409703]
2842,22.0,[19.37777174]
2843,2.75,[2.61371278]
2844,5.34,[4.81945733]
2845,3.4,[2.71898615]
2846,5.7,[6.79086944]
2847,6.0,[5.47556986]
2848,6.7,[7.55080567]
2849,4.99,[5.35426502]
2850,8.4,[8.99986257]
2851,1.74,[1.27341032]
2852,5.25,[4.96631082]
2853,6.0,[7.57484635]
2854,5.5,[5.86051095]
2855,13.9,[12.11615161]
2856,6.36,[6.62684416]
2857,17.95,[21.12138757]
2858,20.99,[20.01916497]
2859,45.0,[44.32023151]
2860,20.0,[23.26262498]
2861,5.5,[4.40649989]
2862,4.0,[5.56211886]
2863,3.9,[4.71828161]
