,actual,predicted
1931,3.75,[3.2335372]
1932,7.9,[7.56792865]
1933,4.95,[4.96957895]
1934,2.95,[3.15880033]
1935,4.25,[4.15373534]
1936,14.25,[15.20513275]
1937,7.0,[8.21756817]
1938,7.0,[8.08729518]
1939,64.95,[61.76433804]
1940,5.9,[6.53310813]
1941,22.0,[20.88539899]
1942,31.75,[35.4435329]
1943,3.5,[3.27849206]
1944,2.1,[1.68423963]
1945,2.75,[2.68189852]
1946,3.2,[4.45914185]
1947,11.99,[12.66989828]
1948,2.45,[1.75922486]
1949,4.0,[7.00245646]
1950,5.5,[5.31000081]
1951,3.75,[3.97743362]
1952,7.75,[5.67979989]
1953,10.99,[9.20611984]
1954,3.25,[3.02010925]
1955,5.25,[5.16183571]
1956,8.15,[7.66625628]
1957,14.4,[13.62923851]
1958,7.95,[8.07219174]
1959,3.5,[2.72170336]
1960,3.41,[2.18389695]
1961,4.75,[5.22279756]
1962,1.67,[0.07837284]
1963,2.3,[1.06468448]
1964,4.15,[4.26223729]
1965,10.15,[10.49039799]
1966,16.5,[18.76189457]
1967,4.57,[5.43484184]
1968,12.5,[10.88215643]
1969,18.95,[19.82812738]
1970,7.1,[7.71405009]
1971,6.25,[7.70337969]
1972,5.5,[6.85010277]
1973,29.0,[26.71406657]
1974,36.0,[35.04111347]
1975,6.25,[4.28050532]
1976,1.25,[1.32151898]
1977,3.49,[3.42743623]
1978,2.0,[2.3748475]
1979,5.75,[4.93175176]
1980,5.5,[4.94691492]
1981,17.22,[20.49778289]
1982,2.66,[3.26397116]
1983,2.99,[4.55578335]
1984,6.25,[6.21438901]
1985,6.9,[6.48485459]
1986,8.5,[8.41797509]
1987,2.35,[2.24684042]
1988,1.45,[1.83684301]
1989,8.94,[9.51508704]
1990,3.55,[2.60990138]
1991,21.0,[24.54543936]
1992,6.5,[5.26348957]
1993,3.7,[2.89526662]
1994,2.45,[2.7822981]
1995,25.02,[22.30497176]
1996,3.25,[2.91837409]
1997,5.25,[5.93274136]
1998,9.9,[8.59631218]
1999,6.9,[6.7269031]
2000,8.85,[2.86233746]
2001,2.75,[2.19310386]
2002,0.7,[-0.65156131]
2003,4.25,[5.295498]
2004,4.75,[4.15079014]
2005,18.25,[17.05083011]
2006,4.5,[5.27044685]
2007,0.51,[4.61342084]
2008,34.88,[38.55376611]
2009,2.9,[3.04582783]
2010,6.75,[5.88607431]
2011,11.5,[11.32617692]
2012,4.65,[4.13025192]
2013,27.15,[29.33760653]
2014,3.25,[3.33173562]
2015,3.64,[1.83558386]
2016,3.75,[4.48014549]
2017,10.75,[13.91293302]
2018,2.5,[2.84928672]
2019,2.85,[2.83453473]
2020,1.75,[1.03610831]
2021,29.99,[30.55414353]
2022,4.57,[3.1278535]
2023,21.6,[22.62277428]
2024,3.5,[2.6349376]
2025,0.85,[2.7109438]
2026,5.36,[4.41624688]
2027,8.25,[8.41090425]
2028,3.4,[4.09959813]
2029,4.87,[5.59449077]
2030,7.65,[7.67273944]
2031,2.25,[1.67426208]
2032,4.0,[2.55544411]
2033,1.4,[0.79152313]
2034,33.64,[30.27125111]
2035,0.95,[2.36934664]
2036,8.12,[8.95072025]
2037,2.07,[1.6112999]
2038,0.44,[0.48173712]
2039,19.5,[28.39435883]
2040,3.61,[2.38166786]
2041,5.41,[5.62203927]
2042,4.5,[4.08291543]
2043,5.1,[4.77197434]
2044,1.99,[1.28222261]
2045,2.75,[0.97440726]
2046,5.53,[5.57067184]
2047,5.64,[4.95530951]
2048,30.3,[24.96984264]
2049,8.5,[9.32856088]
2050,5.9,[5.49485815]
2051,2.0,[1.92474242]
2052,5.27,[5.42165436]
2053,0.95,[0.83493931]
2054,7.99,[8.72030346]
2055,2.85,[1.68237349]
2056,6.15,[5.9506437]
2057,7.35,[6.27808499]
2058,2.9,[3.38765772]
2059,4.15,[4.62092645]
2060,6.89,[8.05432196]
2061,5.9,[5.81186021]
2062,4.17,[3.93047958]
2063,4.8,[4.72196063]
2064,2.65,[2.71170621]
2065,1.11,[1.09137552]
2066,7.99,[9.01063882]
2067,4.55,[5.5722863]
2068,7.25,[6.49602748]
2069,9.75,[8.2894437]
2070,7.43,[7.52861353]
2071,2.9,[3.37641858]
2072,3.25,[3.07360854]
2073,20.77,[21.1230499]
2074,5.99,[8.01833152]
2075,0.5,[0.73904028]
2076,3.3,[2.97675317]
2077,3.65,[4.34781975]
2078,3.75,[3.43933582]
2079,2.95,[2.99453946]
2080,4.95,[5.71752665]
2081,2.65,[2.41833589]
2082,4.85,[4.32956528]
2083,10.99,[9.15342276]
2084,26.75,[27.76339]
2085,7.5,[7.64133609]
2086,48.22,[40.35257382]
2087,8.5,[7.9362727]
2088,9.99,[10.64834679]
2089,5.4,[4.975957]
2090,21.9,[24.84921435]
2091,15.95,[8.37464198]
2092,6.75,[4.51516116]
2093,4.75,[4.58998841]
2094,3.5,[3.47133189]
2095,4.5,[4.11392944]
2096,2.79,[3.28214243]
2097,5.5,[5.46547908]
2098,12.0,[14.19687188]
2099,2.65,[2.54082287]
2100,3.0,[1.79740218]
2101,6.5,[5.35066011]
2102,4.35,[4.50583709]
2103,8.5,[9.86266793]
2104,11.86,[12.1591296]
2105,5.5,[5.27175647]
2106,48.0,[49.25150234]
2107,5.1,[6.89393595]
2108,11.5,[15.63300883]
2109,51.69,[48.02704146]
2110,4.9,[6.01834494]
2111,2.85,[2.73677407]
2112,10.0,[10.19195751]
2113,6.01,[5.31283719]
2114,21.99,[23.7226226]
2115,5.95,[4.71741259]
2116,67.0,[56.38046659]
2117,4.75,[5.08176172]
2118,4.25,[4.03941849]
2119,3.25,[3.60877954]
2120,2.75,[3.07410013]
2121,14.35,[14.07101654]
2122,5.77,[3.49623463]
2123,4.9,[4.65689229]
2124,5.5,[3.71566339]
2125,5.99,[6.00997082]
2126,24.94,[31.62615356]
2127,11.0,[10.78244234]
2128,3.47,[2.71458409]
2129,39.84,[35.84332773]
2130,52.5,[48.19136017]
2131,6.15,[5.62695966]
2132,1.6,[1.61109384]
2133,3.78,[3.1834133]
2134,3.9,[1.08208906]
2135,30.8,[31.48231482]
2136,4.25,[5.31192774]
2137,10.75,[12.042031]
2138,12.99,[11.96519468]
2139,8.95,[11.63932531]
2140,19.92,[20.65150638]
2141,7.0,[7.27614509]
2142,4.95,[5.69462542]
2143,3.61,[2.98092578]
2144,4.5,[4.08520144]
2145,4.85,[1.41647642]
2146,16.75,[17.60006443]
2147,14.36,[14.50617944]
2148,4.5,[4.89097748]
2149,12.9,[13.73488264]
2150,7.25,[6.74655149]
2151,9.75,[8.73586976]
2152,2.98,[4.55814337]
2153,5.3,[5.21323248]
2154,1.2,[0.24785024]
2155,36.76,[33.39440191]
2156,3.5,[3.57410607]
2157,6.5,[8.40458543]
2158,4.25,[3.51044926]
2159,14.29,[12.43784063]
2160,3.3,[2.84452161]
2161,11.75,[11.96800494]
2162,4.05,[3.70344926]
2163,7.75,[7.10628997]
2164,26.11,[25.11351997]
2165,0.75,[-0.04595194]
2166,2.75,[3.34942425]
2167,2.4,[2.08431771]
2168,3.7,[2.73942043]
2169,5.0,[5.35788844]
2170,5.6,[6.20573202]
2171,3.25,[3.09901283]
2172,15.5,[20.93801684]
2173,17.85,[16.75254464]
2174,27.95,[30.29637814]
2175,4.45,[4.90966967]
2176,2.55,[2.35123458]
2177,5.9,[6.05997159]
2178,5.49,[5.178386]
2179,47.7,[44.40585252]
2180,28.0,[24.35106453]
2181,5.66,[4.33268754]
2182,8.79,[9.73003811]
2183,7.99,[6.88815015]
2184,11.6,[10.80091659]
2185,2.0,[2.10269717]
2186,17.55,[19.88200077]
2187,4.0,[4.7238242]
2188,6.9,[7.37550783]
2189,4.25,[3.83025938]
2190,15.0,[12.93627161]
2191,3.1,[2.53526779]
2192,25.46,[25.41210159]
2193,3.43,[2.42285442]
2194,34.5,[42.61122335]
2195,6.25,[5.7231872]
2196,3.45,[2.3910909]
2197,12.08,[12.20289584]
2198,9.66,[11.25717057]
2199,6.17,[6.33757779]
2200,9.25,[8.84360321]
2201,11.0,[14.3069395]
2202,2.85,[2.83076249]
2203,2.59,[2.55103534]
2204,3.0,[3.49778131]
2205,39.47,[34.79573314]
2206,6.5,[9.44180979]
2207,2.6,[3.19164161]
2208,5.65,[6.15281216]
2209,5.45,[5.88995349]
2210,7.98,[7.1601729]
2211,9.5,[9.46473128]
2212,29.98,[32.52699581]
2213,19.5,[19.41347265]
2214,46.0,[40.79021513]
2215,4.85,[4.85976916]
2216,12.0,[10.72584369]
2217,4.3,[4.42099335]
2218,5.25,[4.75619369]
2219,4.75,[5.32035254]
2220,9.75,[9.79444012]
2221,7.9,[7.69170161]
2222,4.65,[5.5141692]
2223,8.9,[8.45822599]
2224,3.0,[3.316791]
2225,1.75,[2.14628387]
2226,3.75,[3.75126456]
2227,9.2,[10.05880774]
2228,18.5,[16.42905709]
2229,2.55,[2.271192]
2230,4.72,[4.65708138]
2231,6.2,[6.58345473]
2232,0.6,[0.64363161]
2233,0.91,[1.73348504]
2234,5.5,[6.62752903]
2235,4.65,[2.47114545]
2236,23.99,[20.54649958]
2237,2.1,[2.0763651]
2238,4.5,[3.99488502]
2239,5.25,[6.24464535]
2240,3.5,[2.92059607]
2241,4.25,[4.03595733]
2242,19.0,[15.71562068]
2243,6.7,[7.83204095]
2244,11.5,[11.0337716]
2245,11.5,[12.18341634]
2246,35.0,[26.17937952]
2247,3.25,[3.20330035]
2248,3.7,[3.67731104]
2249,3.46,[1.84005038]
2250,6.75,[7.43926954]
2251,7.32,[8.78631111]
2252,6.34,[8.0176553]
2253,2.3,[2.7373581]
2254,15.0,[13.21150913]
2255,3.29,[3.06293175]
2256,39.5,[34.02511948]
2257,54.45,[49.05411261]
2258,9.58,[8.30968709]
2259,9.51,[8.71679192]
2260,11.5,[13.80751044]
2261,52.0,[42.96882225]
2262,2.75,[2.26468863]
2263,9.5,[10.64710993]
2264,20.25,[21.15122339]
2265,13.0,[16.82601487]
2266,3.24,[2.96963957]
2267,2.95,[2.53979112]
2268,2.95,[2.23136084]
2269,19.6,[21.97616986]
2270,3.5,[2.12913431]
2271,4.5,[5.24260111]
2272,6.85,[7.315083]
2273,2.23,[2.05124618]
2274,1.55,[1.93739584]
2275,8.75,[7.51245635]
2276,9.75,[10.18469733]
2277,4.33,[3.61052387]
2278,2.75,[2.89198651]
2279,4.7,[4.86354163]
2280,3.35,[3.11252367]
2281,48.5,[45.4825277]
2282,4.07,[4.1051048]
2283,28.79,[29.17423639]
2284,5.43,[4.50743657]
2285,72.0,[64.87793072]
2286,3.85,[4.46033968]
2287,7.54,[7.13801209]
2288,5.2,[5.46067069]
2289,4.41,[5.28358067]
2290,1.5,[0.828469]
2291,6.5,[5.20170237]
2292,4.0,[6.28389827]
2293,8.5,[7.46571486]
2294,2.75,[2.51176714]
2295,4.75,[5.26333767]
2296,10.75,[9.86435488]
2297,3.96,[3.56444104]
2298,28.0,[29.66602624]
2299,7.55,[6.23806088]
2300,12.75,[10.15267591]
2301,10.17,[7.57892658]
2302,6.29,[5.56539961]
2303,39.0,[33.56175292]
2304,16.5,[17.69337845]
2305,2.25,[1.06187487]
2306,29.64,[30.43018492]
2307,7.75,[8.38896762]
2308,2.5,[2.35690729]
2309,18.49,[21.16802551]
2310,3.15,[4.14272292]
2311,4.2,[5.18654795]
2312,8.59,[9.28736488]
2313,2.4,[3.03593313]
2314,4.25,[4.43762317]
2315,9.5,[14.44506049]
2316,18.5,[15.52330277]
2317,3.5,[2.87313168]
2318,16.81,[18.05303761]
2319,3.95,[4.13583726]
2320,4.5,[7.04935068]
2321,14.41,[17.60759578]
2322,23.5,[23.66712162]
2323,10.95,[13.99836711]
2324,9.0,[9.16615377]
2325,15.5,[17.12757386]
2326,7.2,[8.08284058]
2327,6.0,[5.25084716]
2328,13.5,[15.4500659]
2329,8.3,[8.80438034]
2330,0.75,[0.38083352]
2331,4.0,[5.0899254]
2332,6.15,[5.79540206]
2333,29.98,[32.21327615]
2334,3.27,[3.939568]
2335,2.6,[2.0574363]
2336,4.25,[3.48027453]
2337,4.25,[4.44120688]
2338,3.25,[2.62259833]
2339,6.3,[6.15014286]
2340,5.43,[4.41780216]
2341,4.49,[5.11208954]
2342,8.25,[8.78643813]
2343,1.97,[0.95694187]
2344,3.8,[4.40993014]
2345,3.45,[1.96452881]
2346,8.25,[8.97588584]
2347,16.25,[17.8273203]
2348,2.95,[2.73103925]
2349,4.3,[4.39723341]
2350,3.15,[2.60879336]
2351,2.05,[2.13989885]
2352,7.8,[8.17794312]
2353,7.97,[8.43672765]
2354,3.5,[5.48452239]
2355,4.45,[5.49736084]
2356,8.26,[9.39591019]
2357,12.5,[12.56309324]
2358,2.6,[2.59991446]
2359,4.5,[3.64053817]
2360,7.65,[6.07693644]
2361,4.51,[3.79820434]
2362,4.01,[3.71575614]
2363,6.0,[6.22520345]
2364,5.11,[3.79084135]
2365,5.37,[6.96659049]
2366,50.0,[46.26373594]
2367,13.0,[12.04608527]
2368,3.1,[3.03467794]
2369,3.9,[4.14984341]
2370,8.6,[8.25422408]
2371,6.0,[4.90732748]
2372,5.23,[5.21850358]
2373,2.41,[2.32571919]
2374,4.75,[5.62404388]
2375,4.75,[4.93069667]
2376,7.45,[6.03006435]
2377,4.75,[4.38185882]
2378,2.25,[1.2794996]
2379,16.57,[17.08116599]
2380,10.9,[11.40290791]
2381,4.85,[7.00748289]
2382,5.79,[5.49942674]
2383,5.95,[4.20178484]
2384,2.87,[1.38707206]
2385,1.2,[2.52696314]
2386,14.25,[13.25778139]
2387,24.0,[20.21671674]
2388,8.99,[8.95865611]
2389,5.0,[5.64960393]
2390,17.5,[18.90682138]
2391,6.0,[5.60994324]
2392,6.5,[6.26683943]
2393,8.1,[8.22221048]
2394,35.55,[29.13464547]
2395,6.27,[6.534251]
2396,4.5,[4.53482535]
2397,12.6,[11.54542681]
2398,3.5,[1.31300345]
2399,6.5,[6.2380917]
2400,21.26,[21.18252712]
2401,2.6,[2.29977739]
2402,12.49,[12.5486273]
2403,1.1,[1.46412064]
2404,4.2,[5.18560171]
2405,6.25,[5.44071106]
2406,3.79,[3.99548615]
2407,5.27,[7.54699719]
2408,5.1,[5.69287422]
2409,11.5,[12.81657521]
2410,6.25,[6.29995646]
2411,12.5,[11.64498505]
2412,6.25,[5.53750024]
2413,3.85,[4.44796719]
2414,6.25,[7.40994602]
2415,5.5,[5.61192935]
2416,3.5,[4.62508367]
2417,2.6,[2.91070444]
2418,8.2,[8.25094691]
2419,7.61,[7.97701621]
2420,4.79,[4.18731582]
2421,1.85,[2.05807456]
2422,2.9,[2.15889826]
2423,4.06,[3.58478781]
2424,24.0,[26.02580435]
2425,4.1,[4.19898352]
2426,19.86,[22.73976582]
2427,4.75,[4.54832646]
2428,2.65,[1.08848683]
2429,11.52,[12.63963812]
2430,2.5,[3.28151185]
2431,6.5,[6.49892103]
2432,5.25,[3.87378589]
2433,3.2,[2.80673526]
2434,23.0,[20.81517807]
2435,2.83,[2.46235331]
2436,4.5,[4.38932131]
2437,3.65,[4.01018233]
2438,26.76,[31.65726631]
2439,6.0,[7.7077691]
2440,6.45,[7.42978741]
2441,12.99,[10.39212919]
2442,14.5,[11.87104899]
2443,8.4,[8.43674946]
2444,4.25,[4.79476452]
2445,67.83,[67.23242503]
2446,0.99,[0.82021631]
2447,3.19,[1.70290382]
2448,7.2,[9.13193588]
2449,4.25,[5.42964985]
2450,9.75,[9.22382614]
2451,6.19,[6.63782017]
2452,2.8,[2.90535748]
2453,4.9,[4.44451606]
2454,6.75,[7.09836288]
2455,6.99,[6.44299553]
2456,4.25,[3.46333886]
2457,5.0,[4.86026544]
2458,7.6,[7.37437168]
2459,2.2,[1.48688719]
2460,4.29,[3.6403618]
2461,8.43,[9.66019417]
2462,17.74,[16.2944062]
2463,4.11,[3.78193946]
2464,10.15,[20.47676002]
2465,36.0,[37.01456987]
2466,30.48,[29.00151331]
2467,3.25,[3.55749656]
2468,5.65,[5.31431668]
2469,3.49,[3.40660962]
2470,60.0,[65.66576176]
2471,38.5,[36.07425841]
2472,1.95,[2.61268147]
2473,2.35,[1.9104531]
2474,6.5,[6.87466461]
2475,4.65,[4.91592887]
2476,8.75,[8.66544632]
2477,1.3,[3.90948469]
2478,25.0,[23.90194944]
2479,2.8,[1.86295672]
2480,7.9,[7.74197437]
2481,6.35,[6.69054952]
2482,3.3,[3.77650561]
2483,2.25,[2.76213791]
2484,8.4,[8.7061704]
2485,3.35,[4.05021747]
2486,21.42,[23.33405841]
2487,4.95,[5.48206704]
2488,9.0,[14.09022579]
2489,4.3,[3.91854477]
2490,2.7,[2.63497539]
2491,16.0,[16.93044925]
2492,2.85,[2.29424877]
2493,26.0,[24.91951036]
2494,16.0,[17.76672568]
2495,2.3,[2.20624824]
2496,9.0,[9.79680048]
2497,3.25,[3.41793816]
2498,5.75,[5.90669904]
2499,3.23,[2.38723043]
2500,5.85,[6.05069391]
2501,1.8,[2.07284504]
2502,7.25,[7.29366861]
2503,5.96,[6.31747923]
2504,15.5,[17.42047916]
2505,2.22,[2.52770282]
2506,4.64,[3.97206288]
2507,15.96,[14.41137401]
2508,3.85,[2.95424985]
2509,12.46,[12.98047944]
2510,4.25,[4.72395899]
2511,7.9,[8.83840006]
2512,70.0,[58.69514708]
2513,59.29,[65.8589595]
2514,4.0,[4.80558138]
2515,5.1,[5.54462182]
2516,11.5,[11.08820957]
2517,10.0,[12.15316579]
2518,6.55,[7.35524969]
2519,5.25,[5.49196493]
2520,2.0,[3.50364243]
2521,38.94,[41.25365084]
2522,11.44,[12.34158816]
2523,4.8,[5.46547888]
2524,8.0,[8.00104051]
2525,9.47,[10.49303858]
2526,3.75,[5.32178563]
2527,2.5,[2.73695997]
2528,20.14,[20.40236696]
2529,2.25,[1.69965152]
2530,7.75,[7.88519362]
2531,1.4,[0.83615662]
2532,6.72,[5.71730563]
2533,3.75,[3.81046014]
2534,5.99,[5.78677757]
2535,2.5,[2.25011824]
2536,4.94,[4.97328644]
2537,5.7,[7.39313379]
2538,4.25,[3.91597247]
2539,5.44,[6.65211402]
2540,7.72,[8.51810076]
2541,6.59,[6.22489692]
2542,7.09,[8.00050845]
2543,10.99,[12.92823121]
2544,2.85,[-0.0719598]
2545,13.51,[15.93639693]
2546,3.46,[2.4726535]
2547,1.49,[1.74469971]
2548,2.8,[2.56558223]
2549,2.75,[1.83438138]
2550,22.0,[21.44746104]
2551,8.1,[9.04272245]
2552,11.96,[14.2956565]
2553,14.12,[20.45417227]
2554,8.65,[8.86298941]
2555,9.75,[14.76377417]
2556,3.2,[3.71675175]
2557,17.75,[18.77587597]
2558,5.55,[4.68512224]
2559,3.15,[4.30687894]
2560,6.1,[6.26834225]
2561,3.7,[3.6957856]
2562,75.0,[54.13751322]
2563,36.5,[33.9750786]
2564,3.75,[5.26534093]
2565,13.5,[14.00514303]
2566,3.75,[4.34895194]
2567,3.1,[3.14982694]
2568,6.87,[6.36923957]
2569,3.6,[2.27780753]
2570,8.95,[9.25877805]
2571,3.8,[3.98117692]
2572,2.8,[1.95486489]
2573,6.75,[7.35869697]
2574,5.0,[4.60542816]
2575,9.25,[11.30776362]
2576,3.2,[2.3309369]
2577,4.75,[4.74769361]
2578,5.25,[5.23797946]
2579,2.75,[2.91498327]
2580,2.99,[3.410103]
2581,3.75,[4.29355225]
2582,6.0,[5.91227012]
2583,3.45,[3.55952503]
2584,4.61,[2.72866105]
2585,5.45,[6.98548581]
2586,3.85,[4.63670377]
2587,2.8,[3.26278015]
2588,50.29,[49.10909675]
2589,5.63,[5.11788279]
2590,3.4,[3.98413628]
2591,7.5,[5.5511148]
2592,20.5,[21.56772863]
2593,3.25,[2.8073182]
2594,2.99,[1.99656767]
2595,7.46,[5.14274]
2596,3.91,[3.54667243]
2597,72.94,[60.4284903]
2598,36.0,[34.12975918]
2599,2.74,[1.35016445]
2600,5.35,[5.07911477]
2601,3.0,[2.85340669]
2602,13.25,[12.34024159]
2603,4.7,[2.93588092]
2604,5.2,[5.19946865]
2605,5.5,[6.92954067]
2606,30.77,[30.17350334]
2607,22.0,[19.78794038]
2608,7.75,[13.09647668]
2609,1.59,[2.54160964]
2610,5.6,[5.79009492]
2611,27.0,[27.32567066]
2612,1.25,[1.58871282]
2613,10.3,[10.35300822]
2614,3.45,[4.04793225]
2615,2.8,[2.68627135]
2616,12.49,[12.89327715]
2617,5.9,[5.9183107]
2618,2.9,[3.25088706]
2619,1.85,[2.45771607]
2620,2.38,[3.04569174]
2621,11.0,[9.57417572]
2622,3.5,[2.48187108]
2623,7.25,[6.9915432]
2624,13.2,[14.46851494]
2625,13.5,[12.89218]
2626,53.83,[46.47449701]
2627,8.37,[7.27763452]
2628,0.75,[0.79026292]
2629,5.25,[4.92741135]
2630,3.9,[2.8530239]
2631,6.58,[7.75265159]
2632,1.75,[2.07370038]
2633,4.35,[4.48995256]
2634,6.3,[6.13703271]
2635,10.5,[9.78664548]
2636,1.0,[0.84262117]
2637,8.25,[8.76187442]
2638,6.5,[5.59782099]
2639,2.21,[1.50307101]
2640,24.25,[28.86443411]
2641,2.79,[2.88541861]
2642,8.45,[8.30549934]
2643,1.9,[3.34696767]
2644,3.9,[3.86335385]
2645,7.5,[7.29914129]
2646,32.9,[29.64122413]
2647,2.85,[2.46219064]
2648,5.75,[6.4622579]
2649,8.86,[8.47353425]
2650,13.39,[12.56990191]
2651,7.11,[5.31328597]
2652,9.6,[9.48378061]
2653,4.8,[4.32206787]
2654,1.3,[1.48948667]
2655,8.5,[6.89179161]
2656,4.5,[5.78472138]
2657,21.0,[22.01930883]
2658,5.85,[6.19077322]
2659,38.15,[35.67235446]
2660,1.5,[2.1346458]
2661,3.6,[3.3898817]
2662,6.95,[7.41636743]
2663,1.1,[0.6207739]
2664,3.39,[2.94084254]
2665,7.09,[6.85191354]
2666,6.69,[5.56295819]
2667,2.15,[1.65022959]
2668,6.99,[6.50847227]
2669,5.35,[5.59290094]
2670,2.74,[1.83244705]
2671,4.25,[4.28456639]
2672,6.95,[9.92549312]
2673,5.0,[5.44225968]
2674,2.9,[2.89497651]
2675,42.83,[41.54090598]
2676,12.6,[11.01563956]
2677,3.8,[4.32988434]
2678,2.4,[2.75851683]
2679,3.4,[3.97270532]
2680,1.6,[1.8147382]
2681,25.49,[28.7546106]
2682,8.48,[7.56030186]
2683,3.25,[3.17037573]
2684,17.49,[17.03527044]
2685,37.5,[34.96238244]
2686,4.25,[3.7508417]
2687,2.8,[1.76483025]
2688,9.95,[9.95960001]
2689,3.63,[3.38020218]
2690,2.11,[1.21431484]
2691,10.4,[15.68867707]
2692,39.05,[38.89874646]
2693,1.2,[1.08047891]
2694,2.0,[1.81931954]
2695,2.51,[2.51996599]
2696,4.75,[5.6352134]
2697,31.93,[30.28510395]
2698,25.0,[25.34936499]
2699,24.0,[19.54394709]
2700,2.3,[3.07473943]
2701,2.75,[2.81305567]
2702,3.35,[3.20720315]
2703,3.05,[3.45162326]
2704,20.0,[20.90624784]
2705,5.75,[5.02089635]
2706,1.0,[1.19585376]
2707,2.8,[3.95402186]
2708,2.5,[0.93397276]
2709,6.75,[6.94175707]
2710,3.95,[4.57999769]
2711,8.5,[8.79400182]
2712,4.5,[5.13498811]
2713,6.37,[6.31195502]
2714,14.22,[17.37913504]
2715,5.85,[5.04936396]
2716,7.25,[7.99834606]
2717,7.7,[7.99964292]
2718,6.25,[7.03058977]
2719,3.5,[2.49744713]
2720,17.25,[18.74429341]
2721,6.1,[6.22543566]
2722,2.01,[1.67224249]
2723,10.5,[11.49017651]
2724,3.6,[3.14756765]
2725,6.5,[6.84820228]
2726,6.35,[5.49576324]
2727,5.75,[6.03363563]
2728,59.0,[40.78145973]
2729,5.75,[5.43474357]
2730,3.91,[4.0000423]
2731,7.87,[8.1533366]
2732,2.21,[1.70212071]
2733,2.41,[2.6057207]
2734,3.95,[4.25060044]
2735,7.17,[7.14994001]
2736,4.1,[5.44903358]
2737,1.6,[0.78440646]
2738,6.6,[5.82615947]
2739,5.47,[6.9760633]
2740,7.75,[5.92242202]
2741,16.36,[17.08380698]
2742,7.65,[7.09189688]
2743,4.25,[4.15008866]
2744,3.15,[3.391842]
2745,9.92,[6.71423977]
2746,6.4,[7.04819336]
2747,2.5,[2.53324652]
2748,1.65,[1.97338053]
2749,10.9,[10.32903545]
2750,12.49,[12.96878889]
2751,10.9,[9.97243783]
2752,14.35,[17.89986768]
2753,7.33,[5.90899472]
2754,5.5,[7.57709544]
2755,5.4,[5.67600256]
2756,4.83,[5.93778681]
2757,4.95,[1.65798049]
2758,3.35,[3.82883907]
2759,9.0,[8.7543904]
2760,22.5,[18.82625677]
2761,5.0,[5.31760777]
2762,4.75,[4.5999806]
2763,28.0,[28.10521205]
2764,3.2,[1.1950466]
2765,4.5,[4.79117607]
2766,16.5,[18.47135345]
2767,3.15,[2.98543721]
2768,3.5,[4.09828219]
2769,7.0,[7.09588989]
2770,17.25,[20.49500574]
2771,3.95,[4.97776778]
2772,2.15,[1.75788666]
2773,3.5,[3.8386621]
2774,3.8,[4.70175768]
2775,3.75,[4.02149011]
2776,2.1,[1.97232234]
2777,29.5,[24.49335878]
2778,3.2,[4.13089527]
2779,3.0,[2.9252879]
2780,1.5,[3.39409902]
2781,2.25,[3.42731481]
2782,3.3,[2.02412673]
2783,5.25,[3.63568224]
2784,2.25,[2.09616267]
2785,5.0,[4.26850252]
2786,5.25,[5.60623239]
2787,4.65,[4.92789988]
2788,3.49,[3.67443671]
2789,6.4,[4.21918402]
2790,4.0,[3.74760407]
2791,17.99,[17.90268867]
2792,3.55,[3.76819921]
2793,4.05,[4.25538343]
2794,2.25,[0.80508463]
2795,3.36,[1.89318239]
2796,3.65,[3.85642316]
2797,12.5,[12.31055765]
2798,13.5,[11.95046307]
2799,2.3,[2.22833228]
2800,5.75,[6.23951306]
2801,6.0,[7.07382403]
2802,9.45,[10.03893173]
2803,11.25,[14.76790902]
2804,8.5,[11.71197388]
2805,8.5,[9.77284696]
2806,5.8,[5.25981486]
2807,16.75,[16.37720723]
2808,5.92,[5.63414331]
2809,2.3,[2.30444793]
2810,25.12,[27.38097604]
2811,33.5,[28.49296669]
2812,1.36,[0.29998645]
2813,2.35,[4.55311108]
2814,8.0,[6.91089588]
2815,2.1,[1.76873946]
2816,1.9,[0.3712071]
2817,2.9,[3.57513802]
2818,26.78,[25.92017599]
2819,3.1,[3.39108796]
2820,4.29,[3.62845073]
2821,6.01,[5.97885753]
2822,2.3,[2.8850351]
2823,3.95,[3.74784198]
2824,31.0,[31.38366582]
2825,8.61,[9.60830287]
2826,13.08,[16.442827]
2827,2.3,[1.75922316]
2828,3.2,[3.77788824]
2829,7.48,[7.64624798]
2830,12.25,[13.25083346]
2831,14.0,[14.19103312]
2832,17.92,[18.52833695]
2833,6.1,[5.69108864]
2834,2.15,[2.11193595]
2835,9.57,[8.36413585]
2836,1.35,[5.7415887]
2837,8.0,[7.59221893]
2838,1.95,[0.84192695]
2839,28.85,[26.95967511]
2840,2.6,[2.37407638]
2841,35.67,[38.86531414]
2842,22.0,[19.74685302]
2843,2.75,[2.9854029]
2844,5.34,[4.85837525]
2845,3.4,[2.90291907]
2846,5.7,[6.79887242]
2847,6.0,[5.44518089]
2848,6.7,[7.54263152]
2849,4.99,[5.20259768]
2850,8.4,[8.98113034]
2851,1.74,[1.20326835]
2852,5.25,[5.3110354]
2853,6.0,[7.90431287]
2854,5.5,[5.87231739]
2855,13.9,[12.04213472]
2856,6.36,[6.57869414]
2857,17.95,[21.14965005]
2858,20.99,[20.01340194]
2859,45.0,[44.23104079]
2860,20.0,[23.36589285]
2861,5.5,[4.44275889]
2862,4.0,[5.58063496]
2863,3.9,[4.71426145]
